source_timestamp,destination_timestamp,x,y,z,roll,pitch,yaw
0001547131014502304,0001547131014439834,-0.000025,-0.000032,-0.000005,0.000004,-0.000001,0.000000
0001547131014564808,0001547131014502304,-0.000004,0.000019,0.000001,-0.000001,0.000002,-0.000003
0001547131014627312,0001547131014564808,0.000003,-0.000001,0.000002,-0.000006,-0.000000,-0.000000
0001547131014689814,0001547131014627312,-0.000065,-0.000015,-0.000025,0.000001,-0.000001,0.000008
0001547131014752318,0001547131014689814,-0.000059,-0.000010,-0.000001,-0.000004,0.000005,-0.000000
0001547131014814821,0001547131014752318,-0.000042,-0.000002,-0.000014,0.000002,-0.000004,-0.000000
0001547131014877325,0001547131014814821,0.000017,0.000009,0.000006,0.000003,-0.000001,-0.000007
0001547131014939828,0001547131014877325,-0.000001,-0.000000,-0.000001,-0.000006,0.000001,-0.000002
0001547131015002341,0001547131014939828,0.000057,0.000063,0.000027,0.000003,0.000003,-0.000006
0001547131015064835,0001547131015002341,0.000061,0.000011,0.000023,0.000005,-0.000002,-0.000008
0001547131015127339,0001547131015064835,0.000031,0.000007,0.000012,0.000008,0.000003,0.000007
0001547131015189842,0001547131015127339,-0.000018,-0.000017,-0.000020,-0.000007,-0.000003,0.000002
0001547131015252346,0001547131015189842,0.000005,0.000010,0.000001,0.000006,-0.000002,-0.000001
0001547131015314849,0001547131015252346,-0.000021,0.000002,-0.000013,-0.000002,0.000001,-0.000004
0001547131015377353,0001547131015314849,0.000044,-0.000021,0.000016,-0.000005,0.000002,0.000006
0001547131015439856,0001547131015377353,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000
0001547131015502359,0001547131015439856,-0.000034,0.000002,-0.000013,-0.000002,0.000001,0.000003
0001547131015564863,0001547131015502359,0.000031,0.000002,0.000017,-0.000003,0.000001,-0.000004
0001547131015627332,0001547131015564863,0.000018,0.000008,0.000005,-0.000009,-0.000000,-0.000003
0001547131015689836,0001547131015627332,-0.000025,-0.000015,-0.000002,-0.000000,0.000001,0.000004
0001547131015752340,0001547131015689836,0.000003,0.000006,-0.000001,-0.000005,0.000000,0.000000
0001547131015814843,0001547131015752340,-0.000016,-0.000009,-0.000005,-0.000006,-0.000002,0.000002
0001547131015877347,0001547131015814843,-0.000065,0.000002,-0.000027,0.000000,-0.000000,-0.000001
0001547131015939850,0001547131015877347,0.000042,-0.000006,0.000013,0.000002,-0.000000,0.000002
0001547131016002353,0001547131015939850,-0.000006,-0.000003,0.000000,0.000001,-0.000001,0.000003
0001547131016064857,0001547131016002353,0.000021,-0.000002,0.000012,-0.000008,0.000000,-0.000000
0001547131016127360,0001547131016064857,0.000042,0.000018,0.000015,0.000004,0.000003,0.000000
0001547131016189864,0001547131016127360,-0.000004,0.000007,0.000001,0.000004,0.000001,-0.000002
0001547131016252367,0001547131016189864,-0.000011,-0.000006,-0.000005,0.000002,-0.000001,0.000003
0001547131016314871,0001547131016252367,0.000054,0.000017,0.000020,0.000006,0.000002,-0.000002
0001547131016377374,0001547131016314871,-0.000050,-0.000003,-0.000016,0.000007,0.000000,-0.000005
0001547131016439880,0001547131016377374,0.000071,0.000029,0.000022,-0.000002,-0.000004,0.000002
0001547131016502381,0001547131016439880,0.000035,0.000032,0.000013,-0.000001,-0.000001,-0.000005
0001547131016564884,0001547131016502381,0.000012,0.000019,0.000001,0.000001,-0.000003,-0.000010
0001547131016627387,0001547131016564884,-0.000009,-0.000013,-0.000009,-0.000013,0.000001,-0.000001
0001547131016689891,0001547131016627387,0.000052,-0.000025,0.000024,0.000004,0.000004,0.000003
0001547131016752363,0001547131016689891,0.000099,-0.000032,0.000042,0.000002,0.000000,0.000001
0001547131016814865,0001547131016752363,-0.000012,-0.000002,-0.000004,0.000006,0.000000,-0.000003
0001547131016877369,0001547131016814865,-0.000105,0.000013,-0.000059,0.000004,-0.000006,-0.000012
0001547131016939873,0001547131016877369,0.000112,0.000033,0.000042,0.000006,0.000001,-0.000003
0001547131017002376,0001547131016939873,-0.000032,-0.000004,-0.000013,-0.000005,0.000001,-0.000001
0001547131017064879,0001547131017002376,-0.000048,0.000006,-0.000019,-0.000006,-0.000003,-0.000002
0001547131017127383,0001547131017064879,0.000056,0.000008,0.000019,-0.000005,-0.000001,-0.000000
0001547131017189886,0001547131017127383,0.000033,-0.000001,0.000007,0.000006,0.000002,0.000002
0001547131017252390,0001547131017189886,-0.000005,0.000005,-0.000004,0.000006,-0.000000,0.000000
0001547131017314892,0001547131017252390,-0.000019,0.000018,-0.000008,0.000009,0.000005,-0.000006
0001547131017377396,0001547131017314892,-0.000054,0.000023,-0.000021,0.000009,-0.000001,0.000003
0001547131017439900,0001547131017377396,-0.000002,-0.000001,-0.000001,0.000002,0.000000,-0.000001
0001547131017502404,0001547131017439900,0.000013,-0.000008,0.000007,-0.000004,0.000002,-0.000001
0001547131017564907,0001547131017502404,-0.000104,0.000004,-0.000046,-0.000003,-0.000007,-0.000003
0001547131017627411,0001547131017564907,0.000050,-0.000008,0.000017,-0.000010,-0.000001,-0.000002
0001547131017689913,0001547131017627411,-0.000014,-0.000002,-0.000002,0.000006,0.000005,-0.000003
0001547131017752417,0001547131017689913,0.000074,0.000001,0.000032,0.000002,0.000003,0.000000
0001547131017814920,0001547131017752417,-0.000091,0.000021,-0.000026,-0.000004,-0.000001,-0.000006
0001547131017877392,0001547131017814920,0.000047,-0.000013,0.000007,-0.000003,0.000001,-0.000002
0001547131017939894,0001547131017877392,0.000009,0.000001,0.000008,0.000004,-0.000006,0.000003
0001547131018002399,0001547131017939894,0.000055,-0.000013,0.000017,-0.000010,-0.000002,-0.000001
0001547131018064901,0001547131018002399,0.000022,0.000031,0.000006,-0.000002,0.000001,-0.000009
0001547131018127405,0001547131018064901,-0.000014,0.000019,-0.000011,0.000007,-0.000005,-0.000005
0001547131018189907,0001547131018127405,-0.000053,0.000008,-0.000016,-0.000002,-0.000001,0.000002
0001547131018252411,0001547131018189907,0.000019,0.000012,0.000005,0.000015,-0.000002,0.000003
0001547131018314915,0001547131018252411,-0.000005,0.000003,-0.000003,0.000006,0.000001,-0.000004
0001547131018377418,0001547131018314915,-0.000009,0.000009,-0.000013,0.000005,-0.000000,-0.000006
0001547131018439924,0001547131018377418,0.000014,-0.000012,0.000009,0.000003,0.000001,0.000004
0001547131018502424,0001547131018439924,0.000007,-0.000001,0.000003,-0.000013,-0.000001,-0.000003
0001547131018564928,0001547131018502424,0.000075,0.000022,0.000024,-0.000002,0.000001,-0.000006
0001547131018627431,0001547131018564928,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000
0001547131018689935,0001547131018627431,0.000330,-0.000127,0.000128,-0.000018,0.000004,0.000019
0001547131018752440,0001547131018689935,-0.000008,-0.000014,0.000014,-0.000004,-0.000001,0.000000
0001547131018814942,0001547131018752440,0.000028,0.000013,0.000014,-0.000004,-0.000006,-0.000010
0001547131018877446,0001547131018814942,-0.000086,-0.000012,-0.000054,0.000006,-0.000004,0.000002
0001547131018939948,0001547131018877446,-0.000026,0.000019,-0.000013,0.000003,-0.000001,0.000002
0001547131019002421,0001547131018939948,0.000004,-0.000001,0.000003,-0.000012,0.000001,0.000005
0001547131019064923,0001547131019002421,-0.000055,0.000020,-0.000021,-0.000003,0.000002,-0.000010
0001547131019127426,0001547131019064923,0.000001,0.000001,0.000001,-0.000010,0.000002,-0.000001
0001547131019189930,0001547131019127426,0.000001,0.000000,-0.000001,0.000002,-0.000001,0.000003
0001547131019252433,0001547131019189930,-0.000008,-0.000006,-0.000001,0.000001,0.000003,0.000004
0001547131019314936,0001547131019252433,0.000030,-0.000005,0.000021,0.000006,0.000004,-0.000003
0001547131019377440,0001547131019314936,0.000043,0.000013,0.000018,-0.000003,0.000002,0.000001
0001547131019439943,0001547131019377440,-0.000009,-0.000000,-0.000005,-0.000003,-0.000001,0.000002
0001547131019502446,0001547131019439943,-0.000087,-0.000027,-0.000029,-0.000005,-0.000001,0.000007
0001547131019564950,0001547131019502446,0.000088,0.000026,0.000024,0.000002,-0.000001,-0.000008
0001547131019627454,0001547131019564950,-0.000033,-0.000001,-0.000005,0.000006,0.000004,-0.000003
0001547131019689956,0001547131019627454,-0.000000,0.000000,-0.000002,0.000004,-0.000002,0.000002
0001547131019752461,0001547131019689956,0.000003,0.000002,-0.000001,-0.000004,-0.000002,-0.000000
0001547131019814963,0001547131019752461,-0.000085,0.000056,-0.000045,0.000033,-0.000014,-0.000009
0001547131019877467,0001547131019814963,-0.000002,-0.000001,-0.000001,0.000007,-0.000000,0.000000
0001547131019939970,0001547131019877467,0.000028,0.000002,0.000011,0.000005,-0.000002,0.000003
0001547131020002474,0001547131019939970,-0.000041,-0.000011,-0.000015,-0.000008,0.000001,0.000000
0001547131020064977,0001547131020002474,0.000048,0.000034,0.000006,0.000028,-0.000015,-0.000015
0001547131020127449,0001547131020064977,0.000009,-0.000005,0.000002,-0.000008,0.000000,0.000003
0001547131020189951,0001547131020127449,-0.000091,0.000005,-0.000044,-0.000011,0.000002,0.000007
0001547131020252456,0001547131020189951,-0.000020,-0.000005,-0.000001,0.000024,-0.000006,0.000005
0001547131020314959,0001547131020252456,0.000009,0.000001,-0.000001,-0.000006,-0.000002,-0.000002
0001547131020377462,0001547131020314959,-0.000057,0.000026,-0.000017,0.000000,-0.000001,0.000002
0001547131020439965,0001547131020377462,-0.000144,0.000039,-0.000048,0.000015,-0.000009,-0.000001
0001547131020502473,0001547131020439965,-0.000028,0.000004,-0.000012,0.000003,-0.000002,0.000003
0001547131020564973,0001547131020502473,0.000015,0.000003,0.000007,0.000003,-0.000002,-0.000002
0001547131020627476,0001547131020564973,-0.000012,0.000003,0.000005,-0.000003,0.000001,0.000002
0001547131020689979,0001547131020627476,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
0001547131020752482,0001547131020689979,0.000062,0.000022,0.000012,0.000006,-0.000003,-0.000000
0001547131020814986,0001547131020752482,0.000006,0.000000,-0.000003,0.000007,-0.000002,-0.000001
0001547131020877490,0001547131020814986,0.000015,-0.000014,0.000009,0.000002,0.000003,-0.000003
0001547131020939993,0001547131020877490,-0.000085,0.000001,-0.000027,0.000003,0.000005,0.000010
0001547131021002496,0001547131020939993,0.000023,-0.000017,-0.000007,-0.000006,0.000007,0.000007
0001547131021065000,0001547131021002496,0.000024,-0.000000,0.000000,0.000010,0.000010,-0.000012
0001547131021127503,0001547131021065000,-0.000044,0.000027,-0.000006,0.000011,0.000004,-0.000008
0001547131021189974,0001547131021127503,0.000079,-0.000002,0.000054,-0.000016,0.000015,0.000012
0001547131021252477,0001547131021189974,-0.000003,0.000014,0.000013,0.000008,0.000010,-0.000002
0001547131021314980,0001547131021252477,-0.000081,0.000041,-0.000032,0.000003,0.000002,-0.000010
0001547131021377487,0001547131021314980,-0.000045,-0.000013,-0.000015,-0.000007,-0.000000,-0.000001
0001547131021439987,0001547131021377487,0.000090,-0.000003,0.000054,0.000009,0.000009,0.000007
0001547131021502491,0001547131021439987,0.000002,-0.000002,-0.000002,0.000000,0.000004,0.000006
0001547131021564994,0001547131021502491,0.000072,0.000029,0.000023,-0.000001,0.000001,-0.000007
0001547131021627497,0001547131021564994,-0.000005,-0.000043,-0.000002,-0.000008,-0.000001,-0.000001
0001547131021690018,0001547131021627497,-0.000063,0.000009,-0.000025,-0.000003,-0.000001,0.000003
0001547131021752506,0001547131021690018,-0.000004,0.000007,-0.000000,-0.000006,0.000000,0.000003
0001547131021815008,0001547131021752506,0.000016,0.000009,0.000002,0.000013,-0.000002,-0.000007
0001547131021877511,0001547131021815008,-0.000008,-0.000007,-0.000006,-0.000010,-0.000001,0.000002
0001547131021940015,0001547131021877511,-0.000001,-0.000001,0.000000,-0.000007,-0.000001,-0.000000
0001547131022002518,0001547131021940015,0.000102,-0.000009,0.000032,0.000001,0.000001,0.000000
0001547131022065022,0001547131022002518,-0.000001,0.000001,0.000001,0.000005,0.000002,-0.000005
0001547131022127529,0001547131022065022,0.000020,0.000007,0.000010,-0.000003,-0.000001,-0.000002
0001547131022190028,0001547131022127529,-0.000003,-0.000001,-0.000001,0.000006,0.000001,0.000004
0001547131022252532,0001547131022190028,-0.000053,0.000027,-0.000020,0.000006,-0.000002,-0.000001
0001547131022315035,0001547131022252532,-0.000002,0.000000,0.000000,-0.000002,-0.000000,-0.000003
0001547131022377506,0001547131022315035,0.000036,-0.000012,0.000013,-0.000005,-0.000003,-0.000002
0001547131022440009,0001547131022377506,0.000019,-0.000008,0.000003,-0.000013,-0.000001,0.000004
0001547131022502514,0001547131022440009,0.000023,0.000004,0.000008,0.000003,-0.000001,0.000000
0001547131022565016,0001547131022502514,0.000005,0.000003,0.000001,0.000001,-0.000001,-0.000001
0001547131022627524,0001547131022565016,0.000028,0.000006,0.000011,0.000001,0.000001,-0.000001
0001547131022690022,0001547131022627524,-0.000004,0.000002,-0.000002,0.000007,0.000001,0.000002
0001547131022752526,0001547131022690022,0.000033,-0.000013,0.000008,0.000002,0.000000,0.000003
0001547131022815029,0001547131022752526,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000
0001547131022877533,0001547131022815029,-0.000061,0.000018,-0.000024,0.000007,-0.000001,-0.000004
0001547131022940036,0001547131022877533,0.000055,0.000030,0.000027,-0.000002,0.000001,-0.000002
0001547131023002539,0001547131022940036,-0.000008,0.000001,0.000001,0.000007,-0.000002,0.000001
0001547131023065044,0001547131023002539,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
0001547131023127547,0001547131023065044,0.000004,0.000001,0.000002,0.000005,0.000002,-0.000005
0001547131023190051,0001547131023127547,-0.000041,0.000021,-0.000016,0.000002,-0.000000,-0.000001
0001547131023252553,0001547131023190051,0.000001,-0.000015,0.000003,-0.000013,0.000001,0.000004
0001547131023315056,0001547131023252553,-0.000019,-0.000013,-0.000019,-0.000004,-0.000004,-0.000004
0001547131023377560,0001547131023315056,-0.000036,0.000018,0.000003,-0.000004,0.000003,-0.000002
0001547131023440033,0001547131023377560,-0.000016,0.000004,-0.000007,-0.000001,-0.000001,0.000000
0001547131023502535,0001547131023440033,0.000173,-0.000017,0.000065,0.000001,0.000003,-0.000001
0001547131023565038,0001547131023502535,-0.000016,0.000009,-0.000007,0.000007,0.000001,-0.000003
0001547131023627542,0001547131023565038,0.000001,0.000001,0.000001,-0.000001,-0.000001,-0.000003
0001547131023690045,0001547131023627542,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000
0001547131023752549,0001547131023690045,0.000002,0.000002,0.000001,-0.000002,-0.000001,0.000002
0001547131023815052,0001547131023752549,0.000001,0.000002,-0.000000,0.000002,-0.000000,-0.000004
0001547131023877555,0001547131023815052,-0.000032,-0.000016,-0.000012,-0.000008,-0.000003,0.000004
0001547131023940059,0001547131023877555,-0.000025,-0.000018,-0.000008,0.000001,0.000000,0.000001
0001547131024002562,0001547131023940059,0.000011,0.000006,0.000012,-0.000000,0.000006,-0.000004
0001547131024065066,0001547131024002562,0.000015,0.000007,0.000005,0.000001,0.000001,-0.000001
0001547131024127569,0001547131024065066,0.000002,0.000003,-0.000000,-0.000000,-0.000000,-0.000003
0001547131024190072,0001547131024127569,-0.000000,0.000000,0.000000,-0.000007,-0.000002,0.000003
0001547131024252576,0001547131024190072,0.000006,-0.000002,-0.000000,-0.000007,-0.000002,-0.000000
0001547131024315079,0001547131024252576,0.000041,0.000025,0.000019,0.000004,0.000002,-0.000008
0001547131024377583,0001547131024315079,0.000005,0.000002,-0.000000,-0.000003,-0.000000,-0.000000
0001547131024440086,0001547131024377583,-0.000002,-0.000001,-0.000000,0.000001,-0.000000,0.000001
0001547131024502590,0001547131024440086,-0.000001,0.000001,0.000001,-0.000008,0.000001,-0.000001
0001547131024565060,0001547131024502590,0.000070,-0.000017,0.000018,0.000006,0.000000,0.000000
0001547131024627563,0001547131024565060,-0.000017,0.000009,-0.000005,-0.000007,-0.000003,0.000000
0001547131024690066,0001547131024627563,0.000033,0.000031,-0.000002,0.000006,-0.000003,-0.000001
0001547131024752570,0001547131024690066,0.000017,-0.000003,0.000002,0.000003,-0.000001,-0.000001
0001547131024815073,0001547131024752570,0.000121,0.000002,0.000042,0.000005,0.000000,0.000001
0001547131024877577,0001547131024815073,0.000004,0.000003,0.000002,0.000001,0.000004,-0.000004
0001547131024940081,0001547131024877577,0.000043,0.000008,0.000020,-0.000004,-0.000001,0.000002
0001547131025002585,0001547131024940081,0.000002,0.000001,0.000001,-0.000007,-0.000002,0.000003
0001547131025065088,0001547131025002585,0.000011,0.000002,0.000002,0.000000,-0.000004,-0.000005
0001547131025127591,0001547131025065088,-0.000008,0.000007,-0.000002,0.000002,0.000002,-0.000001
0001547131025190094,0001547131025127591,-0.000004,-0.000028,0.000001,-0.000006,0.000002,0.000010
0001547131025252598,0001547131025190094,-0.000036,-0.000016,-0.000009,-0.000010,-0.000001,-0.000001
0001547131025315101,0001547131025252598,0.000026,0.000025,0.000017,0.000010,-0.000002,-0.000004
0001547131025377604,0001547131025315101,0.000003,0.000002,-0.000001,-0.000003,0.000000,-0.000003
0001547131025440107,0001547131025377604,-0.000007,-0.000006,-0.000003,0.000004,-0.000002,0.000009
0001547131025502612,0001547131025440107,0.000205,-0.000032,0.000082,0.000012,0.000004,-0.000002
0001547131025565114,0001547131025502612,-0.000075,0.000011,-0.000029,-0.000008,-0.000002,-0.000002
0001547131025627618,0001547131025565114,0.000009,0.000011,0.000008,0.000005,0.000001,-0.000002
0001547131025690091,0001547131025627618,0.000007,0.000001,0.000007,-0.000003,0.000003,0.000004
0001547131025752592,0001547131025690091,0.000055,-0.000010,0.000018,-0.000004,-0.000001,0.000001
0001547131025815095,0001547131025752592,-0.000002,0.000003,0.000001,-0.000001,0.000001,-0.000007
0001547131025877598,0001547131025815095,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000
0001547131025940103,0001547131025877598,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000
0001547131026002606,0001547131025940103,-0.000002,0.000001,-0.000002,0.000001,-0.000003,0.000003
0001547131026065109,0001547131026002606,0.000011,-0.000006,0.000005,-0.000004,0.000002,-0.000000
0001547131026127612,0001547131026065109,-0.000024,-0.000014,-0.000009,0.000001,0.000001,-0.000000
0001547131026190115,0001547131026127612,0.000051,0.000019,0.000018,0.000001,0.000000,-0.000003
0001547131026252619,0001547131026190115,-0.000002,0.000021,-0.000004,0.000017,-0.000004,-0.000001
0001547131026315123,0001547131026252619,0.000002,-0.000000,0.000002,-0.000005,-0.000001,0.000001
0001547131026377626,0001547131026315123,0.000002,-0.000001,-0.000000,-0.000004,0.000000,-0.000005
0001547131026440129,0001547131026377626,0.000010,0.000003,0.000001,-0.000004,-0.000002,0.000004
0001547131026502633,0001547131026440129,-0.000008,-0.000015,-0.000002,-0.000007,0.000003,0.000004
0001547131026565136,0001547131026502633,0.000001,0.000005,0.000001,-0.000000,0.000001,-0.000003
0001547131026627640,0001547131026565136,0.000103,0.000031,0.000038,0.000001,0.000002,-0.000004
0001547131026690143,0001547131026627640,0.000000,-0.000003,-0.000001,0.000001,-0.000002,0.000002
0001547131026752615,0001547131026690143,0.000016,0.000012,0.000005,0.000005,0.000000,0.000003
0001547131026815117,0001547131026752615,-0.000066,0.000021,-0.000025,-0.000006,-0.000001,-0.000003
0001547131026877622,0001547131026815117,-0.000001,-0.000001,-0.000001,-0.000003,-0.000002,-0.000002
0001547131026940125,0001547131026877622,-0.000005,-0.000004,-0.000000,-0.000005,0.000000,0.000001
0001547131027002628,0001547131026940125,-0.000012,0.000010,-0.000005,-0.000001,0.000001,-0.000001
0001547131027065133,0001547131027002628,-0.000048,0.000025,-0.000018,0.000004,-0.000003,-0.000008
0001547131027127635,0001547131027065133,0.000004,0.000002,0.000001,-0.000006,-0.000002,-0.000001
0001547131027190138,0001547131027127635,0.000116,-0.000074,0.000038,0.000002,-0.000001,0.000010
0001547131027252642,0001547131027190138,-0.000042,0.000009,-0.000019,-0.000003,-0.000004,0.000001
0001547131027315145,0001547131027252642,-0.000088,-0.000008,-0.000031,-0.000010,0.000001,-0.000003
0001547131027377650,0001547131027315145,-0.000001,0.000008,0.000004,-0.000003,0.000002,-0.000001
0001547131027440151,0001547131027377650,-0.000036,-0.000012,-0.000007,-0.000008,-0.000000,0.000005
0001547131027502656,0001547131027440151,0.000084,-0.000003,0.000018,-0.000004,-0.000002,-0.000002
0001547131027565159,0001547131027502656,-0.000005,-0.000006,-0.000004,-0.000006,-0.000011,0.000005
0001547131027627662,0001547131027565159,0.000069,0.000002,0.000014,-0.000002,-0.000004,-0.000001
0001547131027690166,0001547131027627662,0.000071,0.000016,0.000033,0.000000,0.000007,-0.000002
0001547131027752669,0001547131027690166,0.000022,0.000003,0.000018,0.000005,0.000010,-0.000003
0001547131027815172,0001547131027752669,-0.000006,-0.000004,0.000004,-0.000005,0.000009,-0.000010
0001547131027877644,0001547131027815172,-0.000065,-0.000025,-0.000023,-0.000010,0.000000,-0.000001
0001547131027940146,0001547131027877644,0.000013,0.000003,-0.000007,0.000010,-0.000007,0.000006
0001547131028002650,0001547131027940146,-0.000015,0.000001,-0.000007,0.000005,-0.000005,-0.000003
0001547131028065153,0001547131028002650,-0.000002,0.000006,0.000009,-0.000007,0.000014,-0.000021
0001547131028127656,0001547131028065153,-0.000096,0.000006,0.000115,-0.000044,0.000152,-0.000017
0001547131028190160,0001547131028127656,0.000242,-0.000112,0.000259,-0.000079,0.000265,0.000011
